,AWAY_TEAM_ABBREVIATION,GAME_ID,AWAY_STL,AWAY_BLK,AWAY_PF,AWAY_PLUS_MINUS,HOME_TEAM_ABBREVIATION,HOME_STL,HOME_BLK,HOME_PF,HOME_PLUS_MINUS,HOME_OFF_RATING,HOME_DEF_RATING,HOME_AST_TOV,HOME_AST_RATIO,HOME_OREB_PCT,HOME_DREB_PCT,HOME_REB_PCT,HOME_TM_TOV_PCT,HOME_TS_PCT,HOME_PACE,HOME_PIE,AWAY_OFF_RATING,AWAY_DEF_RATING,AWAY_AST_TOV,AWAY_AST_RATIO,AWAY_OREB_PCT,AWAY_DREB_PCT,AWAY_REB_PCT,AWAY_TM_TOV_PCT,AWAY_TS_PCT,AWAY_E_PACE,AWAY_PACE,AWAY_PIE,HomeWin
288,WAS,21600289,13,3,26,-2,SAS,11,4,17,2,109.2,108.2,1.8,19.8,,0.707,,15.3,0.566,97.5,0.495,108.2,109.2,1.25,18.7,0.293,,,20.6,0.59,98.72,97.5,0.505,1
289,DEN,21600290,5,4,20,-18,HOU,11,7,14,18,110.0,128.0,1.38,14.8,0.468,0.696,0.565,16.0,0.495,100.0,0.382,128.0,110.0,1.92,18.2,0.304,0.532,0.435,13.0,0.646,102.52,100.0,0.618,1
290,MIL,21600291,9,10,24,9,BKN,6,5,26,-9,98.1,106.7,1.5,14.9,0.283,0.796,0.514,13.3,0.488,105.0,0.397,106.7,98.1,2.08,18.1,0.204,0.717,0.486,11.4,0.555,107.68,105.0,0.603,0
291,CHA,21600292,6,8,16,-5,MIN,10,10,19,5,108.1,113.6,2.0,19.1,0.344,0.712,0.525,13.5,0.534,100.08,0.462,113.6,108.1,2.91,20.2,0.288,0.656,0.475,10.0,0.54,102.85,100.08,0.538,1
292,ATL,21600293,7,5,13,-44,TOR,14,7,17,44,86.6,132.0,1.11,15.7,0.321,0.634,0.454,19.6,0.446,97.0,0.275,132.0,86.6,1.87,20.0,0.366,0.679,0.546,15.5,0.661,100.0,97.0,0.725,1
293,PHI,21600294,5,3,23,-1,BOS,5,3,21,1,112.6,112.8,2.0,18.1,0.225,,,11.6,0.603,94.5,0.537,112.8,112.6,1.18,16.1,,0.775,,18.1,0.606,95.1,94.5,0.463,1
294,MEM,21600295,13,7,19,3,LAL,7,4,18,-3,108.7,113.2,0.89,12.5,0.347,0.653,0.5,19.6,0.533,91.5,0.412,113.2,108.7,2.67,23.1,0.347,0.653,0.5,13.2,0.544,95.18,91.5,0.588,0
295,DAL,21600296,11,2,19,25,CHI,4,5,22,-25,92.1,118.9,0.45,8.2,0.286,0.688,0.5,22.5,0.511,89.5,0.313,118.9,92.1,3.1,22.8,0.313,0.714,0.5,11.1,0.564,90.58,89.5,0.687,0
296,DEN,21600297,7,5,21,-7,UTA,8,3,13,7,106.5,114.1,1.36,15.6,0.255,0.767,0.5,15.2,0.55,92.0,0.422,114.1,106.5,2.22,16.8,0.233,0.745,0.5,9.8,0.581,94.24,92.0,0.578,1
297,MIA,21600298,6,6,14,-7,POR,6,9,17,7,96.8,104.2,1.64,17.7,0.28,0.768,0.538,14.7,0.497,95.0,0.501,104.2,96.8,2.11,14.9,0.232,0.72,0.462,9.5,0.497,97.58,95.0,0.499,1
298,GSW,21600299,9,5,19,29,PHX,8,2,29,-29,136.6,107.9,2.18,25.2,0.273,0.686,0.524,16.8,0.742,101.0,0.673,107.9,136.6,1.6,17.2,0.314,0.727,0.476,14.9,0.544,102.6,101.0,0.327,0
299,DET,21600300,8,3,12,-6,ORL,8,7,11,6,101.1,107.7,1.23,13.3,0.308,0.854,0.548,14.3,0.502,91.0,0.425,107.7,101.1,2.09,19.3,0.146,0.692,0.452,12.1,0.575,93.44,91.0,0.575,1
300,OKC,21600301,7,5,15,9,NOP,8,6,22,-9,87.6,97.1,1.36,11.3,0.246,0.786,0.496,10.5,0.432,104.5,0.396,97.1,87.6,1.5,17.1,0.214,0.754,0.504,15.4,0.503,105.4,104.5,0.604,0
301,NYK,21600302,5,10,25,8,SAC,13,5,17,-8,102.9,96.1,1.05,14.5,0.34,0.701,0.542,18.4,0.538,102.5,0.535,96.1,102.9,1.64,12.9,0.299,0.66,0.458,10.8,0.443,103.6,102.5,0.465,0
302,IND,21600303,9,2,24,9,LAC,5,7,24,-9,113.3,103.0,1.91,16.6,0.156,0.66,0.421,11.2,0.588,98.5,0.553,103.0,113.3,0.95,14.4,0.34,0.844,0.579,20.2,0.547,98.86,98.5,0.447,0
303,PHI,21600304,12,10,25,-8,DEN,13,8,20,8,105.0,96.1,0.89,13.4,0.244,0.679,0.48,18.8,0.583,101.5,0.561,96.1,105.0,1.05,14.8,0.321,0.756,0.52,18.6,0.51,101.54,101.5,0.439,1
304,TOR,21600305,8,5,22,-4,CLE,4,3,21,4,124.7,121.7,1.31,15.8,0.457,0.717,0.596,17.2,0.605,92.5,0.523,121.7,124.7,3.14,17.1,0.283,0.543,0.404,7.6,0.561,97.88,92.5,0.477,1
305,WAS,21600306,17,5,22,5,BKN,5,3,15,-5,111.9,114.6,1.14,17.7,0.341,,,21.8,0.6,102.0,0.478,114.6,111.9,2.6,19.1,,0.659,,9.7,0.59,102.56,102.0,0.522,0
306,ATL,21600307,13,3,24,-3,OKC,9,5,27,3,98.0,100.0,1.44,19.2,0.208,0.745,0.474,17.8,0.543,101.5,0.498,100.0,98.0,1.37,18.9,0.255,0.792,0.526,18.6,0.552,102.7,101.5,0.502,1
307,CHI,21600308,8,11,17,-2,POR,9,8,27,2,112.2,114.3,1.07,12.2,0.373,0.72,0.545,15.3,0.552,98.0,0.511,114.3,112.2,2.5,18.4,0.28,0.627,0.455,10.2,0.555,100.32,98.0,0.489,1
308,SAS,21600309,6,5,22,1,MIL,4,7,16,-1,100.0,101.0,1.14,13.6,0.2,0.655,0.456,14.6,0.546,96.0,0.517,101.0,100.0,1.73,18.6,0.345,0.8,0.544,15.6,0.489,98.56,96.0,0.483,0
309,NOP,21600310,7,7,15,-2,MEM,8,4,22,2,96.5,95.6,1.64,15.3,0.242,0.82,0.52,12.3,0.486,93.93,0.474,95.6,96.5,1.62,14.8,0.18,0.758,0.48,11.5,0.499,94.96,93.93,0.526,1
310,HOU,21600311,8,7,14,1,BOS,7,4,20,-1,107.1,107.0,2.45,19.0,0.276,0.791,0.495,11.1,0.508,99.5,0.464,107.0,107.1,1.18,15.8,0.209,0.724,0.505,17.0,0.597,102.46,99.5,0.536,0
311,DAL,21600312,4,2,19,-8,CHA,2,5,19,8,116.0,107.4,1.75,16.9,0.256,0.804,0.579,12.8,0.597,94.0,0.589,107.4,116.0,3.29,18.1,0.196,0.744,0.421,7.4,0.521,94.62,94.0,0.411,1
312,UTA,21600313,5,7,18,6,LAL,8,1,23,-6,109.8,116.3,1.36,12.2,0.367,0.674,0.516,12.0,0.52,92.0,0.442,116.3,109.8,2.17,19.9,0.326,0.633,0.484,13.0,0.577,93.44,92.0,0.558,0
313,GSW,21600314,12,13,22,36,IND,10,5,21,-36,134.0,101.0,4.09,26.2,0.418,0.78,0.59,10.4,0.615,105.5,0.651,101.0,134.0,1.43,14.9,0.22,0.582,0.41,13.3,0.528,107.92,105.5,0.349,0
314,ORL,21600315,7,12,18,8,WAS,5,2,25,-8,122.8,114.9,1.85,17.7,,0.698,,12.9,0.627,101.0,0.58,114.9,122.8,1.67,14.8,0.302,,,11.9,0.56,104.7,101.0,0.42,0
315,NYK,21600316,6,6,18,11,MIA,8,4,16,-11,109.6,120.0,2.1,15.9,0.305,0.585,0.438,10.6,0.511,94.5,0.444,120.0,109.6,2.0,15.9,0.415,0.695,0.563,11.6,0.543,96.46,94.5,0.556,0
316,CHI,21600317,6,7,20,-11,DET,10,5,23,11,94.8,107.4,1.07,12.7,0.229,0.75,0.5,14.6,0.511,95.5,0.438,107.4,94.8,2.67,18.4,0.25,0.771,0.5,9.5,0.524,95.66,95.5,0.562,1
317,PHI,21600318,5,7,27,-5,MEM,8,5,25,5,97.0,91.9,1.38,13.6,0.339,0.793,0.57,13.1,0.473,99.0,0.572,91.9,97.0,1.31,16.1,0.207,0.661,0.43,16.2,0.487,101.42,99.0,0.428,1
318,MIN,21600319,4,2,20,-14,SAS,8,3,20,14,101.1,115.4,1.27,15.3,0.32,,,16.7,0.506,90.5,0.388,115.4,101.1,1.91,18.4,,0.68,,12.1,0.637,92.14,90.5,0.612,1
319,PHX,21600320,5,0,28,-7,UTA,7,7,23,7,108.2,113.1,0.82,11.1,0.304,0.769,0.518,17.5,0.553,98.0,0.4,113.1,108.2,1.44,18.2,0.231,0.696,0.482,16.2,0.643,98.54,98.0,0.6,1
320,CHA,21600321,7,2,11,10,DET,3,8,18,-10,87.9,77.8,2.17,10.9,0.161,0.86,0.496,6.1,0.432,99.0,0.514,77.8,87.9,1.62,16.6,0.14,0.839,0.504,13.1,0.416,100.14,99.0,0.486,0
321,BOS,21600322,7,4,19,30,ORL,7,1,26,-30,127.2,95.6,2.9,21.4,,0.727,,10.9,0.605,91.5,0.718,95.6,127.2,1.43,15.9,0.273,,,15.4,0.475,96.66,91.5,0.282,0
322,DEN,21600323,7,2,24,-5,BKN,11,5,19,5,111.5,106.7,1.2,13.7,0.244,0.538,0.418,14.4,0.588,104.0,0.579,106.7,111.5,1.06,12.1,0.462,0.756,0.582,16.3,0.486,104.44,104.0,0.421,1
323,MIA,21600324,6,6,16,-8,ATL,9,9,20,8,109.6,103.3,1.93,19.9,0.422,0.714,0.574,14.9,0.544,93.0,0.594,103.3,109.6,1.18,15.9,0.286,0.578,0.426,18.5,0.535,96.2,93.0,0.406,1
324,MIL,21600325,8,7,13,8,POR,7,4,22,-8,115.0,108.1,1.9,15.5,0.186,0.776,0.5,10.0,0.616,99.5,0.552,108.1,115.0,1.56,18.6,0.224,0.814,0.5,16.2,0.573,98.82,99.5,0.448,0
325,LAL,21600326,13,4,22,-39,HOU,20,2,22,39,121.8,86.4,1.75,22.1,0.356,0.679,0.535,18.2,0.649,110.0,0.752,86.4,121.8,0.5,9.9,0.321,0.644,0.465,25.5,0.48,110.56,110.0,0.248,1
326,NYK,21600327,6,3,22,-32,CLE,11,4,18,32,131.3,97.9,1.92,17.9,0.279,0.704,0.515,12.5,0.673,96.0,0.651,97.9,131.3,1.38,16.7,0.296,0.721,0.485,16.7,0.502,96.12,96.0,0.349,1
327,DAL,21600328,7,5,22,-31,SAC,10,3,23,31,89.9,121.2,0.74,13.4,0.229,,,23.2,0.513,99.0,0.319,121.2,89.9,2.0,20.7,,0.771,,14.1,0.644,101.02,99.0,0.681,1
328,IND,21600329,11,3,16,15,PHX,14,4,31,-15,103.8,90.4,0.89,12.3,0.298,0.788,0.556,17.1,0.567,104.5,0.618,90.4,103.8,0.81,13.0,0.212,0.702,0.444,20.2,0.506,103.48,104.5,0.382,0
329,LAC,21600330,3,2,24,-17,GSW,11,5,24,17,117.3,100.0,3.2,22.3,0.32,0.643,0.491,10.2,0.565,98.0,0.67,100.0,117.3,1.15,11.5,0.357,0.68,0.509,13.3,0.478,99.16,98.0,0.33,1
330,MIN,21600331,3,1,26,-14,TOR,5,5,19,14,118.3,134.8,1.36,14.9,0.413,,,15.1,0.581,92.5,0.419,134.8,118.3,2.78,18.4,,0.587,,9.8,0.611,93.56,92.5,0.581,1
331,DEN,21600332,8,2,24,-7,WAS,11,3,20,7,87.6,93.9,0.83,17.2,0.367,0.767,0.554,29.9,0.491,97.5,0.405,93.9,87.6,1.11,16.7,0.233,0.633,0.446,19.4,0.538,99.02,97.5,0.595,1
332,POR,21600333,6,3,23,-2,MEM,8,2,28,2,89.8,88.7,1.0,10.3,0.317,0.742,0.533,13.3,0.439,97.5,0.522,88.7,89.8,1.08,10.4,0.258,0.683,0.467,12.4,0.432,98.4,97.5,0.478,1
333,NOP,21600334,3,2,17,-11,PHI,8,8,20,11,94.6,105.3,1.5,14.6,0.269,0.722,0.5,12.9,0.47,93.5,0.411,105.3,94.6,2.7,20.2,0.278,0.731,0.5,10.6,0.512,95.2,93.5,0.589,1
334,UTA,21600335,8,2,22,-7,GSW,10,4,23,7,107.1,101.0,1.53,19.5,0.222,0.727,0.5,17.2,0.588,98.5,0.574,101.0,107.1,1.33,15.0,0.273,0.778,0.5,15.3,0.504,99.68,98.5,0.426,1
335,CHI,21600336,7,5,13,4,SAS,12,8,18,-4,96.9,91.9,1.2,17.7,0.314,0.719,0.528,20.4,0.517,98.5,0.547,91.9,96.9,1.5,15.6,0.281,0.686,0.472,14.1,0.459,101.54,98.5,0.453,0
336,ORL,21600337,6,2,17,-21,CHA,4,5,13,21,113.5,91.7,1.77,17.5,,0.817,,13.5,0.573,96.0,0.632,91.7,113.5,2.75,17.3,0.183,,,8.3,0.453,95.64,96.0,0.368,1
337,MIA,21600338,6,3,18,-30,CLE,7,9,16,30,123.9,93.3,2.09,18.3,0.359,,,12.0,0.624,91.0,0.719,93.3,123.9,1.2,13.6,,0.641,,16.7,0.423,91.3,91.0,0.281,1
338,BOS,21600339,5,4,18,-7,TOR,9,2,22,7,96.9,104.1,1.71,18.4,0.214,0.796,0.486,14.4,0.507,97.0,0.472,104.1,96.9,1.09,10.3,0.204,0.786,0.514,11.3,0.538,97.78,97.0,0.528,1
339,ATL,21600340,7,8,11,4,MIL,11,5,25,-4,109.6,106.8,1.78,21.8,0.25,0.745,0.505,17.3,0.589,103.5,0.558,106.8,109.6,1.73,18.4,0.255,0.75,0.495,14.6,0.549,105.96,103.5,0.442,0
340,OKC,21600341,9,5,19,-3,HOU,9,1,24,3,100.0,99.0,1.73,17.8,0.333,0.765,0.526,14.7,0.485,101.0,0.489,99.0,100.0,1.0,13.8,0.235,0.667,0.474,18.0,0.523,103.92,101.0,0.511,1
341,MIN,21600342,4,2,16,-27,DET,6,1,23,27,130.0,100.0,3.29,18.5,0.279,0.773,0.529,7.8,0.622,90.0,0.599,100.0,130.0,1.58,16.1,0.227,0.721,0.471,13.3,0.518,90.96,90.0,0.401,1
342,DAL,21600343,8,1,19,8,IND,5,4,18,-8,122.0,112.0,2.56,18.8,0.163,0.865,0.488,9.9,0.613,91.5,0.5,112.0,122.0,1.62,18.4,0.135,0.837,0.513,14.1,0.64,92.0,91.5,0.5,0
343,LAL,21600344,4,2,21,-4,PHX,8,8,24,4,110.6,114.4,1.13,13.2,0.275,0.808,0.544,15.4,0.564,104.0,0.451,114.4,110.6,3.25,18.8,0.192,0.725,0.456,7.7,0.571,105.6,104.0,0.549,1
344,NYK,21600345,3,6,25,3,SAC,10,1,20,-3,104.0,99.0,1.29,16.4,0.26,0.855,0.571,17.2,0.542,100.0,0.493,99.0,104.0,3.43,18.5,0.145,0.74,0.429,6.9,0.506,99.94,100.0,0.507,0
345,WAS,21600346,10,3,17,5,MIL,1,3,21,-5,108.2,112.2,1.1,17.2,0.25,0.686,0.495,20.6,0.613,97.5,0.445,112.2,108.2,2.9,20.8,0.314,0.75,0.505,10.2,0.548,98.46,97.5,0.555,0
346,DEN,21600347,2,4,20,8,ORL,7,5,18,-8,123.5,117.7,2.08,19.1,0.3,0.854,0.602,12.2,0.644,97.0,0.531,117.7,123.5,5.4,20.7,0.146,0.7,0.398,5.2,0.573,97.78,97.0,0.469,0
347,IND,21600348,11,9,13,7,POR,6,4,20,-7,122.9,115.6,1.85,18.1,,0.714,,13.5,0.619,96.0,0.552,115.6,122.9,1.16,16.9,0.286,,,19.8,0.623,98.68,96.0,0.448,0
348,CLE,21600349,8,2,24,11,CHA,5,0,24,-11,108.2,119.6,1.71,17.8,0.314,,,14.4,0.544,97.0,0.418,119.6,108.2,1.39,19.5,,0.686,,18.6,0.68,97.44,97.0,0.582,0
349,CHI,21600350,8,6,15,5,MIA,5,5,22,-5,107.1,103.1,1.55,13.5,0.298,0.717,0.52,11.2,0.538,97.5,0.558,103.1,107.1,2.08,18.4,0.283,0.702,0.48,12.4,0.505,96.78,97.5,0.442,0
350,GSW,21600351,6,8,23,-21,MEM,10,5,19,21,92.7,113.4,0.65,12.1,,0.66,,24.0,0.519,96.5,0.342,113.4,92.7,1.92,17.1,0.34,,,12.4,0.551,99.78,96.5,0.658,1
351,HOU,21600352,4,1,16,22,DAL,7,3,18,-22,101.2,125.3,2.0,16.0,0.188,0.675,0.409,10.5,0.511,86.5,0.369,125.3,101.2,2.07,23.9,0.325,0.813,0.591,17.2,0.651,88.42,86.5,0.631,0
352,BKN,21600353,6,2,16,-29,SAS,11,7,18,29,98.1,126.2,1.31,15.6,0.222,,,15.5,0.515,103.0,0.355,126.2,98.1,3.8,25.3,,0.778,,9.7,0.638,103.46,103.0,0.645,1
353,SAC,21600354,10,4,14,-20,UTA,9,10,16,20,93.3,116.9,1.7,13.9,0.3,0.561,0.406,11.1,0.439,89.5,0.334,116.9,93.3,1.05,17.7,0.439,0.7,0.594,24.7,0.612,93.82,89.5,0.666,1
354,NOP,21600355,3,1,15,-28,LAC,10,2,22,28,131.7,105.0,3.4,24.0,0.244,0.745,0.511,9.9,0.679,100.5,0.636,105.0,131.7,1.56,18.5,0.255,0.756,0.489,16.0,0.556,100.7,100.5,0.364,1
355,PHI,21600356,11,4,13,18,DET,15,2,18,-18,85.9,106.6,1.0,12.7,0.25,,,16.3,0.448,91.5,0.326,106.6,85.9,1.2,20.1,,0.75,,22.0,0.643,91.82,91.5,0.674,0
356,BOS,21600357,9,4,22,-3,OKC,9,7,9,3,105.5,108.8,2.0,20.7,0.327,,,15.4,0.513,91.0,0.462,108.8,105.5,1.31,13.6,,0.673,,14.3,0.522,94.2,91.0,0.538,1
357,GSW,21600358,9,4,24,8,MIN,3,2,21,-8,118.4,110.2,3.33,22.2,0.229,0.653,0.443,9.2,0.603,98.0,0.573,110.2,118.4,1.13,13.2,0.347,0.771,0.557,15.3,0.558,97.52,98.0,0.427,0
358,NOP,21600359,12,4,27,1,PHX,6,3,27,-1,110.1,111.2,2.0,16.2,0.313,0.691,0.487,11.0,0.534,97.81,0.504,111.2,110.1,1.31,14.5,0.309,0.688,0.513,15.0,0.554,99.55,97.81,0.496,0
359,NYK,21600360,9,11,15,6,LAL,7,1,22,-6,113.1,116.8,1.73,18.7,0.229,0.75,0.478,15.2,0.573,100.0,0.443,116.8,113.1,1.91,16.2,0.25,0.771,0.522,10.9,0.604,102.16,100.0,0.557,0
360,IND,21600361,4,11,21,16,CHA,8,4,15,-16,95.9,113.4,1.23,12.6,0.286,0.848,0.539,13.3,0.479,97.5,0.416,113.4,95.9,2.18,18.8,0.152,0.714,0.461,11.3,0.595,100.24,97.5,0.584,0
361,MIL,21600362,8,3,20,-22,TOR,7,2,18,22,105.3,131.2,2.45,20.1,0.306,0.634,0.456,11.6,0.518,94.0,0.413,131.2,105.3,1.86,19.5,0.366,0.694,0.544,15.1,0.654,94.4,94.0,0.587,1
362,MIA,21600363,6,3,18,11,WAS,8,1,22,-11,114.3,104.1,1.67,18.3,0.356,0.771,0.57,15.3,0.581,97.5,0.589,104.1,114.3,1.13,13.5,0.229,0.644,0.43,15.5,0.539,99.52,97.5,0.411,0
363,BKN,21600364,9,4,27,-4,HOU,10,5,25,4,110.3,111.9,1.05,15.3,0.209,0.709,0.49,18.7,0.616,108.0,0.516,111.9,110.3,1.64,16.0,0.291,0.791,0.51,12.8,0.571,109.84,108.0,0.484,1
364,DEN,21600365,6,3,15,-20,DAL,9,7,15,20,131.8,107.0,2.0,19.1,0.273,,,12.9,0.681,85.5,0.626,107.0,131.8,1.19,15.1,,0.727,,18.6,0.506,86.1,85.5,0.374,1
365,LAC,21600366,9,8,20,1,POR,6,7,24,-1,122.2,121.2,2.0,18.5,0.34,0.622,0.478,13.1,0.597,99.0,0.513,121.2,122.2,1.56,18.0,0.378,0.66,0.522,16.2,0.612,101.16,99.0,0.487,0
366,SAC,21600367,16,6,20,24,LAL,12,3,16,-24,95.8,118.4,0.9,13.7,0.333,0.595,0.448,20.8,0.493,97.0,0.359,118.4,95.8,1.05,16.6,0.405,0.667,0.552,22.4,0.622,99.24,97.0,0.641,0
367,CLE,21600368,8,4,16,17,MEM,10,6,23,-17,107.3,89.6,1.17,16.1,0.298,0.736,0.53,18.8,0.565,96.0,0.593,89.6,107.3,1.19,14.9,0.264,0.702,0.47,16.7,0.464,98.36,96.0,0.407,0
368,ATL,21600369,6,4,16,-11,ORL,8,5,17,11,122.4,133.7,1.93,20.4,0.378,,,15.3,0.611,98.0,0.467,133.7,122.4,4.0,25.6,,0.622,,9.2,0.684,100.02,98.0,0.533,1
369,MIN,21600370,3,8,14,5,CHI,7,6,16,-5,103.3,106.5,2.0,16.0,0.294,0.6,0.446,11.0,0.493,92.0,0.469,106.5,103.3,1.71,18.0,0.4,0.706,0.554,15.1,0.517,94.02,92.0,0.531,0
370,NOP,21600371,12,11,18,-4,GSW,6,5,12,4,110.8,107.9,2.5,20.6,0.259,0.809,0.515,11.8,0.547,101.5,0.497,107.9,110.8,1.53,19.4,0.191,0.741,0.485,16.8,0.597,104.3,101.5,0.503,1
371,NYK,21600372,10,4,27,-2,PHX,9,7,28,2,100.9,104.6,1.64,15.3,0.292,0.667,0.467,12.7,0.488,98.72,0.462,104.6,100.9,0.72,9.4,0.333,0.708,0.533,16.7,0.525,102.45,98.72,0.538,1
372,OKC,21600373,10,2,21,-19,POR,11,9,26,19,95.0,112.9,0.86,13.0,0.386,0.769,0.542,21.0,0.478,100.5,0.356,112.9,95.0,1.64,17.8,0.231,0.614,0.458,13.9,0.62,101.1,100.5,0.644,1
373,TOR,21600374,9,3,20,9,PHI,5,4,27,-9,118.8,129.5,2.07,20.7,0.4,0.6,0.505,14.6,0.588,95.5,0.48,129.5,118.8,1.91,15.6,0.4,0.6,0.495,11.6,0.598,97.92,95.5,0.52,0
374,WAS,21600375,15,3,18,3,CHA,7,8,18,-3,109.3,113.5,1.39,19.8,0.211,0.705,0.476,18.6,0.637,96.5,0.464,113.5,109.3,1.93,19.9,0.295,0.789,0.524,14.6,0.577,96.36,96.5,0.536,0
375,LAC,21600376,6,5,20,5,ORL,5,1,29,-5,122.8,118.7,1.91,17.2,0.279,0.698,0.51,12.0,0.626,91.5,0.556,118.7,122.8,3.63,21.5,0.302,0.721,0.49,8.8,0.552,94.04,91.5,0.444,0
376,MIA,21600377,4,6,16,6,IND,8,5,21,-6,96.7,101.1,1.56,11.7,0.193,0.66,0.411,9.8,0.461,93.0,0.401,101.1,96.7,1.53,17.6,0.34,0.807,0.589,16.0,0.511,96.74,93.0,0.599,0
377,LAL,21600378,8,6,26,-10,BKN,7,4,26,10,107.0,98.0,1.19,13.7,0.375,0.683,0.538,16.0,0.516,99.5,0.601,98.0,107.0,1.1,8.7,0.317,0.625,0.462,10.1,0.458,99.28,99.5,0.399,1
378,MEM,21600379,9,3,27,8,CLE,10,2,16,-8,93.4,102.2,0.91,9.1,0.173,0.694,0.426,12.1,0.479,91.0,0.419,102.2,93.4,1.29,17.3,0.306,0.827,0.574,18.7,0.528,91.84,91.0,0.581,0
379,SAC,21600380,8,7,16,-34,HOU,8,5,11,34,132.0,98.0,2.5,27.0,0.231,0.745,0.532,16.0,0.717,100.0,0.654,98.0,132.0,1.69,19.3,0.255,0.769,0.468,16.0,0.506,100.44,100.0,0.346,1
380,DAL,21600381,13,3,22,-10,DET,4,2,19,10,94.4,104.4,1.58,16.4,0.146,0.684,0.384,13.3,0.5,90.5,0.421,104.4,94.4,0.95,15.3,0.316,0.854,0.616,20.9,0.589,90.36,90.5,0.579,1
381,UTA,21600382,4,6,22,20,OKC,4,3,18,-20,101.1,123.9,1.4,11.9,0.302,,,11.4,0.474,88.0,0.348,123.9,101.1,1.57,19.2,,0.698,,15.9,0.693,89.74,88.0,0.652,0
382,SAS,21600383,9,3,17,7,BOS,12,3,13,-7,105.2,112.5,1.92,19.1,0.255,0.784,0.488,13.5,0.544,96.0,0.449,112.5,105.2,2.06,24.4,0.216,0.745,0.512,16.7,0.627,97.48,96.0,0.551,0
383,MIL,21600384,8,5,20,11,CHI,5,3,16,-11,101.0,113.7,1.35,18.1,0.268,0.731,0.527,17.7,0.559,95.5,0.456,113.7,101.0,4.0,22.7,0.269,0.732,0.473,8.4,0.536,96.74,95.5,0.544,0
384,IND,21600385,6,4,21,-7,NOP,7,8,16,7,93.1,99.0,1.92,17.4,0.167,0.759,0.463,11.8,0.487,102.5,0.455,99.0,93.1,1.44,16.9,0.241,0.833,0.537,15.5,0.524,102.44,102.5,0.545,1
385,POR,21600386,6,4,25,-12,DEN,10,4,28,12,128.2,116.5,1.8,19.1,0.302,0.673,0.5,14.6,0.664,103.0,0.56,116.5,128.2,1.57,15.7,0.327,0.698,0.5,13.6,0.578,106.12,103.0,0.44,1
386,PHX,21600387,9,3,25,-15,SAS,6,2,20,15,96.8,110.3,1.07,12.3,,,,14.7,0.495,96.0,0.343,110.3,96.8,0.95,15.3,,,,20.6,0.626,96.18,96.0,0.657,1
387,NYK,21600388,10,5,10,-13,GSW,7,10,17,13,102.0,90.0,2.41,26.0,,0.75,,16.8,0.517,100.5,0.607,90.0,102.0,1.46,14.2,0.25,,,13.0,0.444,100.94,100.5,0.393,1
388,WAS,21600389,6,1,23,14,DET,3,1,19,-14,114.9,131.2,2.44,17.4,0.25,0.886,0.518,9.6,0.567,93.5,0.415,131.2,114.9,5.0,24.0,0.114,0.75,0.482,6.5,0.686,93.06,93.5,0.585,0
389,BKN,21600390,5,6,32,-7,ORL,8,11,17,7,108.8,114.6,1.24,15.9,0.196,0.667,0.468,16.7,0.588,102.5,0.447,114.6,108.8,3.14,15.2,0.333,0.804,0.532,6.8,0.511,107.46,102.5,0.553,1
390,CHA,21600391,10,4,21,-8,BOS,7,8,15,8,100.0,91.7,2.0,20.2,0.167,0.652,0.447,13.5,0.537,96.0,0.6,91.7,100.0,1.75,15.2,0.348,0.833,0.553,12.5,0.418,99.4,96.0,0.4,1
391,ATL,21600392,6,6,22,4,TOR,7,5,27,-4,134.4,133.0,1.86,18.6,0.523,,,15.1,0.625,92.0,0.553,133.0,134.4,2.0,15.7,,0.477,,11.0,0.621,99.26,92.0,0.448,0
392,CHI,21600393,7,2,14,-26,MIL,7,4,14,26,78.4,109.2,1.42,13.3,0.377,,,13.6,0.35,87.5,0.266,109.2,78.4,2.17,20.7,,0.623,,13.8,0.541,90.16,87.5,0.734,1
393,SAC,21600394,5,6,25,4,MEM,7,8,31,-4,101.1,106.7,1.46,15.2,0.365,0.66,0.514,14.3,0.495,90.5,0.496,106.7,101.1,1.5,14.3,0.34,0.635,0.486,13.3,0.499,94.06,90.5,0.504,0
394,HOU,21600395,7,4,18,22,NOP,4,6,16,-22,119.6,99.0,1.93,18.8,0.315,0.73,0.538,13.7,0.596,101.5,0.629,99.0,119.6,1.55,12.6,0.27,0.685,0.462,10.9,0.468,104.08,101.5,0.371,0
395,LAL,21600396,10,4,21,11,PHI,7,4,17,-11,97.1,88.1,0.95,14.9,0.227,,,19.4,0.564,102.0,0.57,88.1,97.1,1.29,16.0,,0.773,,16.8,0.452,100.12,102.0,0.43,0
396,LAC,21600397,1,3,20,4,MIA,5,5,23,-4,105.2,101.0,1.7,13.8,0.216,0.767,0.514,10.3,0.533,97.0,0.533,101.0,105.2,3.33,15.4,0.233,0.784,0.486,6.2,0.471,99.38,97.0,0.467,0
397,DAL,21600398,9,0,24,-3,UTA,4,3,23,3,114.9,118.4,2.57,16.2,,0.7,,8.0,0.58,87.0,0.452,118.4,114.9,1.13,16.2,0.3,,,18.4,0.67,85.56,87.0,0.548,1
398,OKC,21600399,12,4,21,13,PHX,5,5,23,-13,118.8,105.2,2.0,20.3,0.356,0.611,0.495,14.6,0.594,96.0,0.636,105.2,118.8,0.89,12.0,0.389,0.644,0.505,18.8,0.511,100.38,96.0,0.364,0
