,GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,E_TM_TOV_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
1,22000500,1610612752,Knicks,NYK,New York,240:00:00,135.6,133.3,112.5,115.2,23.1,18.1,0.471,1.5,17.6,0.25,0.783,0.549,15.498,15.2,0.695,0.727,1,0.2,105.38,105,87.5,105,0.576
0,22000501,1610612763,Grizzlies,MEM,Memphis,240:00:00,123.2,124.5,96.9,94.9,26.3,29.5,0.54,3.86,20.3,0.196,0.82,0.521,7.068,7.1,0.603,0.616,1,0.198,98.04,98.5,82.08,98,0.634
1,22000501,1610612746,Clippers,LAC,LA,240:00:00,96.9,94.9,123.2,124.5,-26.3,-29.5,0.559,1.36,15.3,0.18,0.804,0.479,14.427,14.1,0.476,0.516,1,0.2,98.04,98.5,82.08,99,0.366
0,22000502,1610612764,Wizards,WAS,Washington,240:00:00,114.3,113.1,108.3,110,6,3.1,0.585,2.18,18.2,0.239,0.673,0.463,11.224,11.1,0.523,0.577,1,0.202,99.78,99.5,82.92,99,0.532
1,22000502,1610612743,Nuggets,DEN,Denver,240:00:00,108.3,110,114.3,113.1,-6,-3.1,0.622,1.28,16.8,0.327,0.761,0.537,17.724,18,0.524,0.576,1,0.199,99.78,99.5,82.92,100,0.468
0,22000503,1610612740,Pelicans,NOP,New Orleans,240:00:00,118.9,121.4,124,125.2,-5.1,-3.9,0.627,3.56,21.5,0.302,0.766,0.52,8.558,8.7,0.564,0.578,1,0.2,104.6,103,85.83,103,0.496
1,22000503,1610612749,Bucks,MIL,Milwaukee,240:00:00,124,125.2,118.9,121.4,5.1,3.9,0.404,2.33,15.8,0.234,0.698,0.48,8.651,8.7,0.609,0.626,1,0.2,104.6,103,85.83,103,0.504
0,22000504,1610612758,Kings,SAC,Sacramento,240:00:00,105.7,111.1,110.2,108.1,-4.5,3,0.649,2.18,16.9,0.362,0.788,0.564,10.573,11.1,0.455,0.514,1,0.2,100.56,99,82.5,99,0.5
1,22000504,1610612765,Pistons,DET,Detroit,240:00:00,110.2,108.1,105.7,111.1,4.5,-3,0.541,1.82,15.7,0.212,0.638,0.436,11.331,11.1,0.524,0.557,1,0.202,100.56,99,82.5,99,0.5
0,22000505,1610612754,Pacers,IND,Indiana,240:00:00,109,113.1,118.3,119.2,-9.3,-6.1,0.743,2.89,19,0.259,0.744,0.474,8.758,9.1,0.478,0.55,1,0.199,101.26,99,82.5,99,0.463
1,22000505,1610612738,Celtics,BOS,Boston,240:00:00,118.3,119.2,109,113.1,9.3,6.1,0.571,2,18.4,0.256,0.741,0.526,12.029,12.1,0.567,0.623,1,0.199,101.26,99,82.5,99,0.537
0,22000506,1610612761,Raptors,TOR,Toronto,240:00:00,118.6,122,106.9,112.1,11.6,9.9,0.725,2.23,20.3,0.327,0.755,0.549,12.636,13,0.539,0.605,1,0.197,103.34,99.5,82.92,100,0.589
1,22000506,1610612745,Rockets,HOU,Houston,240:00:00,106.9,112.1,118.6,122,-11.6,-9.9,0.59,2.09,17.2,0.245,0.673,0.451,10.597,11.1,0.516,0.556,1,0.2,103.34,99.5,82.92,99,0.411
0,22000507,1610612762,Jazz,UTA,Utah,240:00:00,111.4,113.7,122.8,122.8,-11.4,-9,0.6,2.67,17.5,0.255,0.721,0.459,8.644,8.8,0.505,0.557,1,0.2,102.56,101.5,84.58,102,0.451
1,22000507,1610612748,Heat,MIA,Miami,240:00:00,122.8,122.8,111.4,113.7,11.4,9,0.545,1.6,17.6,0.279,0.745,0.541,14.851,14.9,0.593,0.639,1,0.2,102.56,101.5,84.58,101,0.549
0,22000508,1610612756,Suns,PHX,Phoenix,240:00:00,107.5,110.4,101.7,102.1,5.8,8.3,0.795,5,25.6,0.152,0.821,0.459,7.099,7.3,0.534,0.56,1,0.197,97,95.5,79.58,96,0.575
1,22000508,1610612741,Bulls,CHI,Chicago,240:00:00,101.7,102.1,107.5,110.4,-5.8,-8.3,0.641,1.32,19.8,0.179,0.848,0.541,19.916,20,0.577,0.589,1,0.195,97,95.5,79.58,95,0.425
0,22000509,1610612763,Grizzlies,MEM,Memphis,240:00:00,94.2,100,117.9,119,-23.7,-19,0.615,2.67,17.5,0.237,0.833,0.463,8.568,9.1,0.448,0.476,1,0.198,102.98,99.5,82.92,99,0.381
1,22000509,1610612746,Clippers,LAC,LA,240:00:00,117.9,119,94.2,100,23.7,19,0.773,2,24.5,0.167,0.763,0.537,16.845,17,0.638,0.677,1,0.198,102.98,99.5,82.92,100,0.619
0,22000510,1610612760,Thunder,OKC,Oklahoma City,240:00:00,118,121.6,113,113.5,5,8.1,0.674,3.1,22.8,0.217,0.632,0.447,9.996,10.3,0.614,0.621,1,0.2,98.26,96.5,80.42,97,0.543
1,22000510,1610612737,Hawks,ATL,Atlanta,240:00:00,113,113.5,118,121.6,-5,-8.1,0.488,1.91,15.4,0.368,0.783,0.553,11.401,11.5,0.505,0.522,1,0.199,98.26,96.5,80.42,96,0.457
0,22000511,1610612744,Warriors,GSW,Golden State,240:00:00,117.1,116.1,108.9,108,8.2,8,0.792,1.52,24.8,0.182,0.692,0.494,22.523,22.3,0.677,0.722,1,0.197,111.04,112,93.33,112,0.607
1,22000511,1610612766,Hornets,CHA,Charlotte,240:00:00,108.9,108,117.1,116.1,-8.2,-8,0.659,1.29,17.9,0.308,0.818,0.506,18.905,18.8,0.556,0.587,1,0.2,111.04,112,93.33,112,0.393
0,22000512,1610612757,Trail Blazers,POR,Portland,240:00:00,95.1,98.9,107,107.4,-11.9,-8.4,0.594,1.19,15,0.269,0.673,0.477,16.36,17,0.452,0.507,1,0.197,96.56,94.5,78.75,94,0.428
1,22000512,1610612747,Lakers,LAL,Los Angeles,240:00:00,107,107.4,95.1,98.9,11.9,8.4,0.676,2.5,18.5,0.327,0.731,0.523,10.491,10.5,0.46,0.508,1,0.198,96.56,94.5,78.75,95,0.572
0,22000513,1610612755,76ers,PHI,Philadelphia,265:00:00,99.6,99.1,98.5,101.8,1.2,-2.7,0.658,1.32,17.6,0.235,0.667,0.468,17.367,17.3,0.518,0.554,1,0.201,101.05,99.62,83.02,110,0.497
1,22000513,1610612739,Cavaliers,CLE,Cleveland,265:00:00,98.5,101.8,99.6,99.1,-1.2,2.7,0.585,1.41,15.9,0.333,0.765,0.532,14.944,15.5,0.464,0.51,1,0.197,101.05,99.62,83.02,110,0.503
0,22000514,1610612759,Spurs,SAS,San Antonio,240:00:00,117.8,120.6,116.8,118.8,1,1.9,0.585,2.67,18.3,0.25,0.648,0.461,9.062,9.3,0.547,0.595,1,0.194,98.48,96.5,80.42,97,0.488
1,22000514,1610612740,Pelicans,NOP,New Orleans,240:00:00,116.8,118.8,117.8,120.6,-1,-1.9,0.675,2.7,19.1,0.352,0.75,0.539,10.242,10.4,0.489,0.545,1,0.201,98.48,96.5,80.42,96,0.512
0,22000515,1610612752,Knicks,NYK,New York,240:00:00,102.2,108.9,101.9,103.9,0.2,5,0.65,1.24,18.9,0.238,0.78,0.533,19.502,20.8,0.568,0.607,1,0.193,106.34,102,85,101,0.517
1,22000515,1610612754,Pacers,IND,Indiana,240:00:00,101.9,103.9,102.2,108.9,-0.2,-5,0.711,1.69,19.6,0.22,0.762,0.467,15.238,15.5,0.518,0.563,1,0.198,106.34,102,85,103,0.483
0,22000516,1610612762,Jazz,UTA,Utah,240:00:00,127.1,127.8,112.9,113.5,14.2,14.3,0.644,2.42,21.2,0.295,0.849,0.598,12.3,12.4,0.629,0.649,1,0.199,97.04,96.5,80.42,97,0.561
1,22000516,1610612753,Magic,ORL,Orlando,240:00:00,112.9,113.5,127.1,127.8,-14.2,-14.3,0.614,6.75,20.7,0.151,0.705,0.402,4.144,4.2,0.531,0.548,1,0.197,97.04,96.5,80.42,96,0.439
0,22000517,1610612764,Wizards,WAS,Washington,240:00:00,112.3,114.3,98.5,100,13.9,14.3,0.614,1.69,17.3,0.328,0.77,0.555,14.04,14.3,0.515,0.567,1,0.2,113.86,112,93.33,112,0.578
1,22000517,1610612750,Timberwolves,MIN,Minnesota,240:00:00,98.5,100,112.3,114.3,-13.9,-14.3,0.561,1.28,15.5,0.23,0.672,0.445,15.823,16.1,0.489,0.52,1,0.2,113.86,112,93.33,112,0.422
0,22000518,1610612760,Thunder,OKC,Oklahoma City,240:00:00,94.5,95,122.3,123.5,-27.8,-28.5,0.649,1.71,18.1,0.185,0.762,0.438,13.78,13.9,0.483,0.507,1,0.201,102.32,101.5,84.58,101,0.363
1,22000518,1610612743,Nuggets,DEN,Denver,240:00:00,122.3,123.5,94.5,95,27.8,28.5,0.612,2.31,21.6,0.238,0.815,0.563,12.616,12.7,0.635,0.656,1,0.198,102.32,101.5,84.58,102,0.637
0,22000519,1610612742,Mavericks,DAL,Dallas,240:00:00,119.2,122.3,98.6,102.1,20.6,20.3,0.511,2.56,18.3,0.163,0.63,0.423,9.328,9.6,0.605,0.615,1,0.195,97.92,95,79.17,94,0.607
1,22000519,1610612751,Nets,BKN,Brooklyn,240:00:00,98.6,102.1,119.2,122.3,-20.6,-20.3,0.6,1.11,15.6,0.37,0.837,0.577,19.122,19.8,0.488,0.519,1,0.198,97.92,95,79.17,96,0.393
0,22000520,1610612749,Bucks,MIL,Milwaukee,240:00:00,106.4,109.4,103,103.1,3.4,6.3,0.553,1.75,16.4,0.224,0.719,0.491,12.161,12.5,0.518,0.554,1,0.197,97.88,96.5,80.42,96,0.554
1,22000520,1610612746,Clippers,LAC,LA,240:00:00,103,103.1,106.4,109.4,-3.4,-6.3,0.5,2,15.4,0.281,0.776,0.509,10.301,10.3,0.485,0.5,1,0.196,97.88,96.5,80.42,97,0.446
0,22000521,1610612752,Knicks,NYK,New York,240:00:00,113.1,114.7,95.1,94.7,18,20,0.523,1.92,18.3,0.186,0.809,0.511,12.448,12.6,0.587,0.603,1,0.195,95.52,95,79.17,95,0.591
1,22000521,1610612765,Pistons,DET,Detroit,240:00:00,95.1,94.7,113.1,114.7,-18,-20,0.571,1,13.6,0.191,0.814,0.489,16.906,16.8,0.451,0.525,1,0.201,95.52,95,79.17,95,0.409
0,22000522,1610612748,Heat,MIA,Miami,240:00:00,111.6,113.5,101.4,102.1,10.2,11.5,0.692,1.93,19.8,0.313,0.648,0.49,14.333,14.6,0.517,0.57,1,0.201,97.68,96.5,80.42,96,0.545
1,22000522,1610612737,Hawks,ATL,Atlanta,240:00:00,101.4,102.1,111.6,113.5,-10.2,-11.5,0.611,1.29,16.2,0.352,0.688,0.51,17.404,17.5,0.46,0.512,1,0.197,97.68,96.5,80.42,97,0.455
0,22000523,1610612761,Raptors,TOR,Toronto,240:00:00,111.1,115.3,123.3,123.2,-12.2,-7.9,0.452,1.9,14,0.316,0.659,0.459,9.835,10.2,0.49,0.53,1,0.197,100.3,98.5,82.08,98,0.4
1,22000523,1610612741,Bulls,CHI,Chicago,240:00:00,123.3,123.2,111.1,115.3,12.2,7.9,0.745,2.19,24,0.341,0.684,0.541,16.175,16.2,0.609,0.643,1,0.198,100.3,98.5,82.08,99,0.6
0,22000524,1610612764,Wizards,WAS,Washington,240:00:00,106,107.8,105.2,107.8,0.9,0.1,0.421,1.14,12.6,0.191,0.62,0.412,13.493,13.7,0.506,0.568,1,0.199,104.66,102.5,85.42,102,0.493
1,22000524,1610612738,Celtics,BOS,Boston,240:00:00,105.2,107.8,106,107.8,-0.9,-0.1,0.595,1.32,17.4,0.38,0.809,0.588,17.999,18.4,0.528,0.557,1,0.199,104.66,102.5,85.42,103,0.507
0,22000525,1610612763,Grizzlies,MEM,Memphis,240:00:00,117.4,119.8,75,76.4,42.4,43.5,0.54,1.5,17.8,0.348,0.785,0.604,15.884,16.2,0.585,0.625,1,0.201,112.68,110.5,92.08,111,0.855
1,22000525,1610612745,Rockets,HOU,Houston,240:00:00,75,76.4,117.4,119.8,-42.4,-43.5,0.435,0.43,7.5,0.215,0.652,0.396,20.528,20.9,0.301,0.416,1,0.198,112.68,110.5,92.08,110,0.145
0,22000526,1610612756,Suns,PHX,Phoenix,240:00:00,109.7,111.3,90.4,93.4,19.3,17.9,0.614,1.69,18.9,0.222,0.712,0.5,14.875,15.1,0.534,0.593,1,0.197,108.56,106,88.33,106,0.614
1,22000526,1610612750,Timberwolves,MIN,Minnesota,240:00:00,90.4,93.4,109.7,111.3,-19.3,-17.9,0.6,1.31,14.9,0.288,0.778,0.5,14.604,15.1,0.419,0.478,1,0.201,108.56,106,88.33,106,0.386
0,22000527,1610612747,Lakers,LAL,Los Angeles,240:00:00,108.6,108.3,81.7,84.3,26.9,24.1,0.55,1.1,15.3,0.294,0.891,0.604,18.567,18.5,0.535,0.575,1,0.197,109.54,108,90,108,0.647
1,22000527,1610612744,Warriors,GSW,Golden State,240:00:00,81.7,84.3,108.6,108.3,-26.9,-24.1,0.743,1.3,18.5,0.109,0.706,0.396,17.96,18.5,0.453,0.482,1,0.196,109.54,108,90,108,0.353
0,22000528,1610612758,Kings,SAC,Sacramento,240:00:00,125.4,127.3,122.3,128.3,3.1,-1,0.64,3.2,22.6,0.261,0.667,0.447,9.952,10.1,0.63,0.633,1,0.197,102.18,99,82.5,99,0.487
1,22000528,1610612766,Hornets,CHA,Charlotte,240:00:00,122.3,128.3,125.4,127.3,-3.1,1,0.667,1.88,21.3,0.333,0.739,0.553,15.402,16.2,0.608,0.669,1,0.198,102.18,99,82.5,99,0.513
0,22000529,1610612753,Magic,ORL,Orlando,240:00:00,120.2,120.4,128.6,126.2,-8.4,-5.8,0.532,3.13,18.6,0.14,0.822,0.463,7.755,7.8,0.6,0.613,1,0.198,102.14,103,85.83,103,0.446
1,22000529,1610612742,Mavericks,DAL,Dallas,240:00:00,128.6,126.2,120.2,120.4,8.4,5.8,0.617,3.63,21.1,0.178,0.86,0.537,7.911,7.8,0.617,0.649,1,0.2,102.14,103,85.83,103,0.554
0,22000530,1610612755,76ers,PHI,Philadelphia,240:00:00,120.3,120.4,102.5,107.5,17.8,12.8,0.54,1.42,19.1,0.263,0.75,0.535,17.586,17.6,0.653,0.684,1,0.2,109.64,107,89.17,108,0.585
1,22000530,1610612754,Pacers,IND,Indiana,240:00:00,102.5,107.5,120.3,120.4,-17.8,-12.8,0.614,1.42,18.5,0.25,0.737,0.465,17.08,17.9,0.527,0.569,1,0.198,109.64,107,89.17,106,0.415
0,22000531,1610612743,Nuggets,DEN,Denver,240:00:00,118.2,119.2,112.4,113.1,5.9,6.1,0.478,1.69,16.8,0.256,0.719,0.52,13.026,13.1,0.586,0.616,1,0.197,99.74,99,82.5,99,0.547
1,22000531,1610612741,Bulls,CHI,Chicago,240:00:00,112.4,113.1,118.2,119.2,-5.9,-6.1,0.595,2.5,18,0.281,0.744,0.48,10.032,10.1,0.511,0.54,1,0.199,99.74,99,82.5,99,0.453
0,22000532,1610612745,Rockets,HOU,Houston,240:00:00,93.2,92.8,102.5,104.1,-9.3,-11.3,0.419,0.93,11.4,0.12,0.744,0.393,14.499,14.4,0.474,0.52,1,0.201,97.56,97,80.83,97,0.391
1,22000532,1610612739,Cavaliers,CLE,Cleveland,240:00:00,102.5,104.1,93.2,92.8,9.3,11.3,0.639,1.1,18,0.256,0.88,0.607,21.307,21.6,0.562,0.604,1,0.197,97.56,97,80.83,97,0.609
0,22000533,1610612762,Jazz,UTA,Utah,240:00:00,116,118.1,122.7,121.7,-6.7,-3.6,0.565,2.89,18.1,0.224,0.744,0.446,8.418,8.6,0.54,0.569,1,0.197,106.02,105.5,87.92,105,0.44
1,22000533,1610612740,Pelicans,NOP,New Orleans,240:00:00,122.7,121.7,116,118.1,6.7,3.6,0.519,2.08,19,0.256,0.776,0.554,12.367,12.3,0.603,0.632,1,0.198,106.02,105.5,87.92,106,0.56
0,22000534,1610612759,Spurs,SAS,San Antonio,265:00:00,109.1,113,124.6,122.8,-15.6,-9.8,0.682,3.33,21,0.25,0.727,0.486,8.687,9,0.531,0.545,1,0.201,91.96,91.02,75.85,100,0.436
1,22000534,1610612751,Nets,BKN,Brooklyn,265:00:00,124.6,122.8,109.1,113,15.6,9.8,0.745,7,23.7,0.273,0.75,0.514,5.026,5,0.555,0.577,1,0.201,91.96,91.02,75.85,101,0.564
0,22000535,1610612757,Trail Blazers,POR,Portland,240:00:00,123.7,125.5,110.5,114.4,13.3,11.1,0.565,1.53,19.5,0.275,0.694,0.506,17.103,17.3,0.674,0.68,1,0.196,99.94,97.5,81.25,98,0.558
1,22000535,1610612766,Hornets,CHA,Charlotte,240:00:00,110.5,114.4,123.7,125.5,-13.3,-11.1,0.581,1.56,18.3,0.306,0.725,0.494,15.924,16.5,0.574,0.581,1,0.199,99.94,97.5,81.25,97,0.442
0,22000536,1610612764,Wizards,WAS,Washington,240:00:00,100.9,101.8,114.6,114.7,-13.6,-12.8,0.707,1.32,20.3,0.111,0.78,0.463,20,20.2,0.574,0.603,1,0.198,109.56,109,90.83,109,0.445
1,22000536,1610612763,Grizzlies,MEM,Memphis,240:00:00,114.6,114.7,100.9,101.8,13.6,12.8,0.553,2,18,0.22,0.889,0.537,11.913,11.9,0.563,0.595,1,0.196,109.56,109,90.83,109,0.555
0,22000537,1610612746,Clippers,LAC,LA,240:00:00,124.5,124.4,128.4,130,-3.9,-5.6,0.651,3.11,21.9,0.273,0.6,0.438,10.004,10,0.598,0.616,1,0.2,90.54,90,75,90,0.471
1,22000537,1610612738,Celtics,BOS,Boston,240:00:00,128.4,130,124.5,124.4,3.9,5.6,0.595,2.78,19.2,0.4,0.727,0.562,9.877,10,0.581,0.609,1,0.2,90.54,90,75,90,0.529
0,22000538,1610612748,Heat,MIA,Miami,240:00:00,90.2,93,104.9,109.3,-14.7,-16.3,0.536,1.67,13.8,0.216,0.59,0.378,10.149,10.5,0.433,0.472,1,0.199,89.14,86,71.67,86,0.409
1,22000538,1610612737,Hawks,ATL,Atlanta,240:00:00,104.9,109.3,90.2,93,14.7,16.3,0.765,1.13,20.5,0.41,0.784,0.622,25.67,26.7,0.57,0.606,1,0.199,89.14,86,71.67,86,0.591
0,22000539,1610612761,Raptors,TOR,Toronto,240:00:00,108,109.4,126.2,134.4,-18.1,-25,0.5,1.21,14,0.191,0.63,0.409,14.403,14.6,0.519,0.582,1,0.2,99.72,96,80,96,0.376
1,22000539,1610612765,Pistons,DET,Detroit,240:00:00,126.2,134.4,108,109.4,18.1,25,0.813,2.79,25.5,0.37,0.809,0.591,13.693,14.6,0.637,0.643,1,0.193,99.72,96,80,96,0.624
0,22000540,1610612749,Bucks,MIL,Milwaukee,240:00:00,102.5,100,126.4,133.3,-23.9,-33.3,0.688,1.69,17.2,0.265,0.698,0.467,13.736,13.4,0.475,0.524,1,0.203,97.96,96.5,80.42,97,0.348
1,22000540,1610612743,Nuggets,DEN,Denver,240:00:00,126.4,133.3,102.5,100,23.9,33.3,0.528,2.8,20.2,0.302,0.735,0.533,9.874,10.4,0.616,0.638,1,0.198,97.96,96.5,80.42,96,0.652
0,22000541,1610612759,Spurs,SAS,San Antonio,240:00:00,121.1,128,98.3,100,22.8,28,0.721,3.44,22.4,0.32,0.735,0.525,9.161,9.7,0.584,0.606,1,0.198,96.42,93,77.5,93,0.652
1,22000541,1610612752,Knicks,NYK,New York,240:00:00,98.3,100,121.1,128,-22.8,-28,0.545,1.13,14.8,0.265,0.68,0.475,16.913,17.2,0.5,0.531,1,0.201,96.42,93,77.5,93,0.348
0,22000542,1610612756,Suns,PHX,Phoenix,240:00:00,117.5,121.3,111.3,111.8,6.3,9.4,0.789,2.14,22.7,0.244,0.821,0.525,14.433,14.9,0.597,0.648,1,0.196,95.24,93.5,77.92,94,0.569
1,22000542,1610612747,Lakers,LAL,Los Angeles,240:00:00,111.3,111.8,117.5,121.3,-6.3,-9.4,0.45,1.5,15.5,0.179,0.756,0.475,12.837,12.9,0.576,0.601,1,0.199,95.24,93.5,77.92,93,0.431
0,22000543,1610612754,Pacers,IND,Indiana,240:00:00,114,112.9,106.1,111,7.8,1.9,0.574,1.93,20.6,0.132,0.61,0.38,13.994,13.9,0.614,0.633,1,0.192,102.32,100.5,83.75,101,0.539
1,22000543,1610612739,Cavaliers,CLE,Cleveland,240:00:00,106.1,111,114,112.9,-7.8,-1.9,0.674,1.12,20.1,0.39,0.868,0.62,24.857,26,0.584,0.619,1,0.197,102.32,100.5,83.75,100,0.461
0,22000544,1610612753,Magic,ORL,Orlando,240:00:00,116.8,113.1,115.7,118.6,1.1,-5.4,0.667,2.4,18.5,0.208,0.809,0.505,10.43,10.1,0.506,0.584,1,0.2,97.62,98,81.67,99,0.518
1,22000544,1610612737,Hawks,ATL,Atlanta,240:00:00,115.7,118.6,116.8,113.1,-1.1,5.4,0.684,2.17,19.8,0.191,0.792,0.495,12.077,12.4,0.571,0.616,1,0.201,97.62,98,81.67,97,0.482
0,22000545,1610612762,Jazz,UTA,Utah,265:00:00,109.5,108.8,117.6,115.9,-8.1,-7.1,0.5,1.38,15,0.228,0.833,0.505,14.24,14.2,0.545,0.568,1,0.199,101.33,102.34,85.28,113,0.429
1,22000545,1610612755,76ers,PHI,Philadelphia,265:00:00,117.6,115.9,109.5,108.8,8.1,7.1,0.458,2,15.6,0.167,0.772,0.495,9.874,9.7,0.559,0.604,1,0.198,101.33,102.34,85.28,113,0.571
0,22000546,1610612745,Rockets,HOU,Houston,240:00:00,113.6,114,131.3,129.4,-17.6,-15.4,0.632,2.67,17.6,0.214,0.711,0.415,8.971,9,0.516,0.552,1,0.199,100.44,101,84.17,100,0.407
1,22000546,1610612751,Nets,BKN,Brooklyn,240:00:00,131.3,129.4,113.6,114,17.6,15.4,0.673,2.2,23,0.289,0.786,0.585,14.916,14.7,0.676,0.691,1,0.195,100.44,101,84.17,102,0.593
0,22000547,1610612750,Timberwolves,MIN,Minnesota,240:00:00,90.3,91.9,121.4,121.6,-31,-29.7,0.641,1.19,16.7,0.271,0.708,0.467,18.597,18.9,0.453,0.491,1,0.197,112.08,111,92.5,111,0.351
1,22000547,1610612766,Hornets,CHA,Charlotte,240:00:00,121.4,121.6,90.3,91.9,31,29.7,0.647,1.94,21,0.292,0.729,0.533,15.282,15.3,0.607,0.629,1,0.198,112.08,111,92.5,111,0.649
0,22000548,1610612740,Pelicans,NOP,New Orleans,240:00:00,119.6,119.2,120,124.3,-0.4,-5,0.63,2.64,20.8,0.205,0.63,0.422,10.605,10.6,0.59,0.622,1,0.199,105.2,103.5,86.25,104,0.498
1,22000548,1610612741,Bulls,CHI,Chicago,240:00:00,120,124.3,119.6,119.2,0.4,5,0.583,1.75,19,0.37,0.795,0.578,14.998,15.5,0.574,0.617,1,0.196,105.2,103.5,86.25,103,0.502
0,22000549,1610612760,Thunder,OKC,Oklahoma City,240:00:00,78.4,82.1,87.6,90.6,-9.2,-8.5,0.448,1,10.8,0.23,0.75,0.469,13.068,13.7,0.385,0.413,1,0.201,99.42,95.5,79.58,95,0.347
1,22000549,1610612742,Mavericks,DAL,Dallas,240:00:00,87.6,90.6,78.4,82.1,9.2,8.5,0.563,1.2,14.5,0.25,0.77,0.531,15.097,15.6,0.434,0.476,1,0.194,99.42,95.5,79.58,96,0.653
0,22000550,1610612757,Trail Blazers,POR,Portland,240:00:00,108.6,113.7,109.1,110.4,-0.5,3.3,0.417,1.5,12.3,0.231,0.661,0.459,10.056,10.5,0.5,0.554,1,0.197,98.3,95.5,79.58,95,0.505
1,22000550,1610612744,Warriors,GSW,Golden State,240:00:00,109.1,110.4,108.6,113.7,0.5,-3.3,0.659,2.45,19.1,0.339,0.769,0.541,11.322,11.5,0.5,0.514,1,0.198,98.3,95.5,79.58,96,0.495
0,22000551,1610612758,Kings,SAC,Sacramento,240:00:00,127.6,128.1,124.8,126.3,2.9,1.8,0.667,2.29,23.8,0.194,0.622,0.432,14.529,14.6,0.675,0.696,1,0.195,96.26,95.5,79.58,96,0.519
1,22000551,1610612747,Lakers,LAL,Los Angeles,240:00:00,124.8,126.3,127.6,128.1,-2.9,-1.8,0.551,2.25,19.5,0.378,0.806,0.568,12.479,12.6,0.591,0.605,1,0.198,96.26,95.5,79.58,95,0.481
0,22000552,1610612761,Raptors,TOR,Toronto,240:00:00,119.6,126.3,133.9,130.7,-14.2,-4.4,0.8,2.57,24.2,0.298,0.656,0.443,13.4,14.1,0.61,0.635,1,0.199,101.54,100,83.33,99,0.453
1,22000552,1610612738,Celtics,BOS,Boston,240:00:00,133.9,130.7,119.6,126.3,14.2,4.4,0.556,1.56,18.9,0.344,0.702,0.557,16.227,15.8,0.696,0.721,1,0.201,101.54,100,83.33,101,0.547
0,22000553,1610612754,Pacers,IND,Indiana,240:00:00,103.7,107.3,116.4,116.5,-12.7,-9.2,0.659,1.8,19.7,0.283,0.714,0.455,15.109,15.6,0.533,0.541,1,0.198,98.16,96.5,80.42,96,0.423
1,22000553,1610612743,Nuggets,DEN,Denver,240:00:00,116.4,116.5,103.7,107.3,12.7,9.2,0.6,1.42,20.8,0.286,0.717,0.545,19.58,19.6,0.662,0.672,1,0.202,98.16,96.5,80.42,97,0.577
0,22000554,1610612764,Wizards,WAS,Washington,240:00:00,113.9,116.7,113.7,113.6,0.2,3.1,0.5,2.22,14.8,0.259,0.711,0.465,8.614,8.8,0.506,0.559,1,0.199,103.68,102.5,85.42,102,0.511
1,22000554,1610612746,Clippers,LAC,LA,240:00:00,113.7,113.6,113.9,116.7,-0.2,-3.1,0.632,1.26,17.5,0.289,0.741,0.535,18.468,18.4,0.561,0.623,1,0.197,103.68,102.5,85.42,103,0.489
0,22000555,1610612749,Bucks,MIL,Milwaukee,240:00:00,104,106.7,104.2,103.7,-0.2,2.9,0.5,1.31,14.8,0.273,0.677,0.487,14.859,15.2,0.495,0.535,1,0.199,107.12,106,88.33,105,0.494
1,22000555,1610612763,Grizzlies,MEM,Memphis,240:00:00,104.2,103.7,104,106.7,0.2,-2.9,0.525,1.75,14.5,0.323,0.727,0.513,11.261,11.2,0.436,0.497,1,0.199,107.12,106,88.33,107,0.506
0,22000556,1610612759,Spurs,SAS,San Antonio,240:00:00,98.8,98.1,102.5,101.9,-3.7,-3.8,0.575,1.21,17.4,0.156,0.808,0.505,18.397,18.3,0.529,0.565,1,0.201,103.86,104.5,87.08,104,0.497
1,22000556,1610612760,Thunder,OKC,Oklahoma City,240:00:00,102.5,101.9,98.8,98.1,3.7,3.8,0.541,1.18,15,0.192,0.844,0.495,16.277,16.2,0.506,0.555,1,0.197,103.86,104.5,87.08,105,0.503
0,22000557,1610612740,Pelicans,NOP,New Orleans,240:00:00,101.3,103.3,114.4,113.2,-13.1,-9.9,0.848,2,20.8,0.315,0.789,0.511,15.251,15.6,0.458,0.501,1,0.195,90.9,90.5,75.42,90,0.416
1,22000557,1610612748,Heat,MIA,Miami,240:00:00,114.4,113.2,101.3,103.3,13.1,9.9,0.75,2.45,22.1,0.211,0.685,0.489,12.222,12.1,0.562,0.613,1,0.2,90.9,90.5,75.42,91,0.584
0,22000558,1610612758,Kings,SAC,Sacramento,240:00:00,120.2,121.4,124.2,128.1,-4.1,-6.7,0.51,3.57,17.6,0.386,0.745,0.548,7.068,7.1,0.529,0.541,1,0.198,99.02,97,80.83,98,0.468
1,22000558,1610612757,Trail Blazers,POR,Portland,240:00:00,124.2,128.1,120.2,121.4,4.1,6.7,0.476,2.22,15.6,0.255,0.614,0.452,9.091,9.4,0.563,0.621,1,0.198,99.02,97,80.83,96,0.532
