,GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,E_TM_TOV_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0,22100661,1610612757,Trail Blazers,POR,Portland,240:00:00,94.3,96.1,84,86.3,10.3,9.8,0.541,1.18,14.8,0.241,0.75,0.509,16.359,16.7,0.45,0.5,1,0.197,104.36,102,85,102,0.564
1,22100661,1610612753,Magic,ORL,Orlando,240:00:00,84,86.3,94.3,96.1,-10.3,-9.8,0.618,1.31,15.5,0.25,0.759,0.491,15.267,15.7,0.422,0.445,1,0.2,104.36,102,85,102,0.436
0,22100662,1610612761,Raptors,TOR,Toronto,240:00:00,104.8,107.6,113.4,113,-8.7,-5.4,0.649,2,18,0.339,0.702,0.505,12.701,13,0.483,0.508,1,0.197,93.08,92,76.67,92,0.439
1,22100662,1610612748,Heat,MIA,Miami,240:00:00,113.4,113,104.8,107.6,8.7,5.4,0.526,1.67,16,0.298,0.661,0.495,13.089,13,0.512,0.561,1,0.199,93.08,92,76.67,92,0.561
0,22100663,1610612760,Thunder,OKC,Oklahoma City,240:00:00,100.4,102,103.7,104,-3.2,-2,0.556,1.54,15.8,0.2,0.722,0.471,12.8,13,0.5,0.545,1,0.203,100.94,100,83.33,100,0.463
1,22100663,1610612742,Mavericks,DAL,Dallas,240:00:00,103.7,104,100.4,102,3.2,2,0.8,2.55,20.1,0.278,0.8,0.529,10.965,11,0.466,0.518,1,0.203,100.94,100,83.33,100,0.537
0,22100664,1610612759,Spurs,SAS,San Antonio,240:00:00,106.3,112.6,125,127.4,-18.7,-14.7,0.512,1.75,15.6,0.358,0.694,0.52,11.919,12.6,0.495,0.526,1,0.199,98.74,95,79.17,95,0.411
1,22100664,1610612756,Suns,PHX,Phoenix,240:00:00,125,127.4,106.3,112.6,18.7,14.7,0.592,5.8,21,0.306,0.642,0.48,5.165,5.3,0.563,0.583,1,0.199,98.74,95,79.17,95,0.589
0,22100665,1610612762,Jazz,UTA,Utah,240:00:00,93.5,99,101.9,105.2,-8.4,-6.2,0.677,1.31,16.1,0.296,0.755,0.523,15.754,16.7,0.446,0.508,1,0.199,100.34,96,80,96,0.488
1,22100665,1610612747,Lakers,LAL,Los Angeles,240:00:00,101.9,105.2,93.5,99,8.4,6.2,0.395,1.15,12.1,0.245,0.704,0.477,13.115,13.5,0.506,0.525,1,0.194,100.34,96,80,96,0.512
0,22100666,1610612752,Knicks,NYK,New York,240:00:00,108.4,111.1,109,112,-0.7,-0.9,0.568,1.17,15.7,0.304,0.725,0.526,17.73,18.2,0.538,0.582,1,0.199,102.12,99.5,82.92,99,0.476
1,22100666,1610612750,Timberwolves,MIN,Minnesota,240:00:00,109,112,108.4,111.1,0.7,0.9,0.6,1.62,15.9,0.275,0.696,0.474,12.656,13,0.512,0.573,1,0.199,102.12,99.5,82.92,100,0.524
0,22100667,1610612744,Warriors,GSW,Golden State,240:00:00,107.5,104.1,85.5,87.8,22,16.3,0.765,2,19.4,0.25,0.741,0.509,13.702,13.3,0.494,0.538,1,0.202,97.72,98,81.67,98,0.638
1,22100667,1610612765,Pistons,DET,Detroit,240:00:00,85.5,87.8,107.5,104.1,-22,-16.3,0.6,1.13,13.9,0.259,0.75,0.491,15.911,16.3,0.406,0.45,1,0.199,97.72,98,81.67,98,0.362
0,22100668,1610612755,76ers,PHI,Philadelphia,240:00:00,124.4,126.8,111.1,112.2,13.3,14.6,0.467,2.1,16.7,0.167,0.75,0.489,10.113,10.3,0.602,0.648,1,0.195,98.96,97.5,81.25,97,0.572
1,22100668,1610612753,Magic,ORL,Orlando,240:00:00,111.1,112.2,124.4,126.8,-13.3,-14.6,0.65,2.36,19.4,0.25,0.833,0.511,11.107,11.2,0.544,0.567,1,0.2,98.96,97.5,81.25,98,0.428
0,22100669,1610612764,Wizards,WAS,Washington,240:00:00,117.9,120.4,112.5,122.7,5.4,-2.3,0.561,1.77,16.9,0.367,0.651,0.5,12.99,13.3,0.535,0.59,1,0.198,102.94,97.5,81.25,98,0.513
1,22100669,1610612751,Nets,BKN,Brooklyn,240:00:00,112.5,122.7,117.9,120.4,-5.4,2.3,0.489,1.53,16.9,0.349,0.633,0.5,14.178,15.5,0.573,0.608,1,0.191,102.94,97.5,81.25,97,0.487
0,22100670,1610612750,Timberwolves,MIN,Minnesota,240:00:00,114.3,120.8,128.2,132.7,-13.9,-11.9,0.5,1.62,14.6,0.404,0.738,0.545,12.177,12.9,0.521,0.556,1,0.199,105.64,101,84.17,101,0.405
1,22100670,1610612737,Hawks,ATL,Atlanta,240:00:00,128.2,132.7,114.3,120.8,13.9,11.9,0.756,2.83,23.2,0.262,0.596,0.455,11.481,11.9,0.61,0.667,1,0.194,105.64,101,84.17,101,0.595
0,22100671,1610612766,Hornets,CHA,Charlotte,240:00:00,112.6,112.1,100.3,105.2,12.3,7,0.643,1.59,19.8,0.326,0.784,0.567,17.241,17.2,0.581,0.599,1,0.197,100.16,98,81.67,99,0.558
1,22100671,1610612738,Celtics,BOS,Boston,240:00:00,100.3,105.2,112.6,112.1,-12.3,-7,0.692,1.93,19.7,0.216,0.674,0.433,13.763,14.4,0.511,0.533,1,0.197,100.16,98,81.67,97,0.442
0,22100672,1610612757,Trail Blazers,POR,Portland,240:00:00,95.8,95.8,106.1,110.6,-10.3,-14.8,0.576,1.06,15.2,0.28,0.745,0.505,18.742,18.8,0.494,0.522,1,0.196,97.02,95,79.17,96,0.4
1,22100672,1610612748,Heat,MIA,Miami,240:00:00,106.1,110.6,95.8,95.8,10.3,14.8,0.649,1.5,18.3,0.255,0.72,0.495,16.327,17,0.538,0.571,1,0.194,97.02,95,79.17,94,0.6
0,22100673,1610612739,Cavaliers,CLE,Cleveland,240:00:00,112.2,109.5,120.7,123.2,-8.5,-13.7,0.675,1.8,21,0.231,0.805,0.525,16.185,15.8,0.578,0.6,1,0.199,94.8,95,79.17,95,0.469
1,22100673,1610612741,Bulls,CHI,Chicago,240:00:00,120.7,123.2,112.2,109.5,8.5,13.7,0.532,2.5,19.4,0.195,0.769,0.475,10.318,10.5,0.605,0.623,1,0.194,94.8,95,79.17,95,0.531
0,22100674,1610612749,Bucks,MIL,Milwaukee,240:00:00,115.9,116.7,102.7,105.6,13.2,11.1,0.63,1.93,19.2,0.288,0.701,0.521,13.802,13.9,0.541,0.591,1,0.199,109.84,108,90,108,0.576
1,22100674,1610612763,Grizzlies,MEM,Memphis,240:00:00,102.7,105.6,115.9,116.7,-13.2,-11.1,0.591,2.6,17,0.299,0.712,0.479,9.009,9.3,0.458,0.487,1,0.197,109.84,108,90,108,0.424
0,22100675,1610612761,Raptors,TOR,Toronto,240:00:00,100,103.2,109.9,109.7,-9.9,-6.5,0.486,1.42,13,0.373,0.744,0.52,12.245,12.6,0.429,0.48,1,0.2,95.4,94,78.33,95,0.427
1,22100675,1610612742,Mavericks,DAL,Dallas,240:00:00,109.9,109.7,100,103.2,9.9,6.5,0.622,1.28,18.3,0.256,0.627,0.48,19.397,19.4,0.546,0.601,1,0.196,95.4,94,78.33,93,0.573
0,22100676,1610612759,Spurs,SAS,San Antonio,240:00:00,117.8,116.8,90.9,95,26.9,21.8,0.681,3.56,22.4,0.255,0.661,0.478,8.986,8.9,0.568,0.578,1,0.202,102.88,101,84.17,101,0.653
1,22100676,1610612760,Thunder,OKC,Oklahoma City,240:00:00,90.9,95,117.8,116.8,-26.9,-21.8,0.526,1.33,14.3,0.339,0.745,0.522,14.205,14.9,0.429,0.459,1,0.199,102.88,101,84.17,101,0.347
0,22100677,1610612762,Jazz,UTA,Utah,240:00:00,115.9,116.8,115.4,122.1,0.4,-5.3,0.619,2.89,19.6,0.286,0.702,0.509,9.395,9.5,0.528,0.567,1,0.2,98.14,95,79.17,95,0.544
1,22100677,1610612745,Rockets,HOU,Houston,240:00:00,115.4,122.1,115.9,116.8,-0.4,5.3,0.585,2.67,17.6,0.298,0.714,0.491,8.957,9.5,0.542,0.56,1,0.196,98.14,95,79.17,95,0.456
0,22100678,1610612746,Clippers,LAC,LA,265:00:00,122.7,123.1,120.4,125,2.4,-1.9,0.673,2.5,23.1,0.326,0.673,0.51,13.425,13.5,0.613,0.626,1,0.196,96.13,94.19,78.49,104,0.493
1,22100678,1610612743,Nuggets,DEN,Denver,265:00:00,120.4,125,122.7,123.1,-2.4,1.9,0.667,2.67,20.9,0.327,0.674,0.49,11.111,11.5,0.556,0.596,1,0.197,96.13,94.19,78.49,104,0.507
0,22100679,1610612758,Kings,SAC,Sacramento,240:00:00,128,133.7,132.7,135.7,-4.8,-2,0.5,3.14,16.6,0.292,0.646,0.469,6.839,7.1,0.595,0.634,1,0.199,101.28,98,81.67,98,0.497
1,22100679,1610612765,Pistons,DET,Detroit,240:00:00,132.7,135.7,128,133.7,4.8,2,0.587,3,19.3,0.354,0.708,0.531,8.982,9.2,0.588,0.638,1,0.198,101.28,98,81.67,98,0.503
0,22100680,1610612747,Lakers,LAL,Los Angeles,240:00:00,107.3,110.6,116.1,119.4,-8.8,-8.7,0.575,2.09,17.4,0.34,0.667,0.495,11.35,11.7,0.506,0.531,1,0.2,96.26,93.5,77.92,94,0.444
1,22100680,1610612754,Pacers,IND,Indiana,240:00:00,116.1,119.4,107.3,110.6,8.8,8.7,0.636,2.15,20.3,0.333,0.66,0.505,13.598,14,0.55,0.575,1,0.195,96.26,93.5,77.92,93,0.556
0,22100681,1610612752,Knicks,NYK,New York,240:00:00,97,96.8,107.7,108.5,-10.8,-11.7,0.724,1.4,16.3,0.327,0.875,0.565,15.985,16,0.435,0.49,1,0.202,94.26,94,78.33,94,0.42
1,22100681,1610612740,Pelicans,NOP,New Orleans,240:00:00,107.7,108.5,97,96.8,10.8,11.7,0.711,2.25,21.7,0.125,0.673,0.435,12.674,12.8,0.572,0.595,1,0.199,94.26,94,78.33,94,0.58
0,22100682,1610612756,Suns,PHX,Phoenix,240:00:00,110.1,109,98.2,102,11.9,7,0.641,3.57,19.4,0.146,0.76,0.459,7.071,7,0.5,0.562,1,0.2,100.9,99.5,82.92,100,0.592
1,22100682,1610612742,Mavericks,DAL,Dallas,240:00:00,98.2,102,110.1,109,-11.9,-7,0.514,1,14.4,0.24,0.854,0.541,18.482,19.2,0.5,0.538,1,0.197,100.9,99.5,82.92,99,0.408
0,22100683,1610612754,Pacers,IND,Indiana,265:00:00,105.3,110,103.8,105.4,1.5,4.6,0.561,1.28,15.2,0.333,0.667,0.5,15.658,16.4,0.511,0.55,1,0.192,103.12,100.08,83.4,110,0.488
1,22100683,1610612744,Warriors,GSW,Golden State,265:00:00,103.8,105.4,105.3,110,-1.5,-4.6,0.667,1.33,18,0.333,0.667,0.5,18.624,18.9,0.495,0.548,1,0.199,103.12,100.08,83.4,111,0.512
0,22100684,1610612760,Thunder,OKC,Oklahoma City,240:00:00,96.5,96.1,116.6,117.5,-20.1,-21.4,0.541,1.67,14.6,0.254,0.684,0.458,11.811,11.8,0.439,0.468,1,0.199,102.7,102.5,85.42,102,0.359
1,22100684,1610612766,Hornets,CHA,Charlotte,240:00:00,116.6,117.5,96.5,96.1,20.1,21.4,0.756,2.83,22.1,0.316,0.746,0.542,11.561,11.7,0.54,0.561,1,0.197,102.7,102.5,85.42,103,0.641
0,22100685,1610612753,Magic,ORL,Orlando,240:00:00,96.5,99.1,109.3,111.5,-12.8,-12.5,0.639,1.28,17.1,0.167,0.773,0.457,16.55,17,0.512,0.56,1,0.197,107.44,105,87.5,106,0.438
1,22100685,1610612747,Lakers,LAL,Los Angeles,240:00:00,109.3,111.5,96.5,99.1,12.8,12.5,0.548,1.21,16.8,0.227,0.833,0.543,17.904,18.3,0.571,0.61,1,0.198,107.44,105,87.5,104,0.562
0,22100686,1610612755,76ers,PHI,Philadelphia,240:00:00,107.2,108.6,106.7,109.7,0.5,-1.1,0.605,3.29,17.7,0.291,0.694,0.481,7.428,7.5,0.473,0.504,1,0.2,94.92,93,77.5,93,0.497
1,22100686,1610612746,Clippers,LAC,LA,240:00:00,106.7,109.7,107.2,108.6,-0.5,1.1,0.525,1.75,16.6,0.306,0.709,0.519,12.552,12.9,0.523,0.545,1,0.197,94.92,93,77.5,93,0.503
0,22100687,1610612748,Heat,MIA,Miami,240:00:00,114.6,117.4,121.5,118.3,-6.9,-0.9,0.732,2,22.2,0.318,0.767,0.5,15.91,16.3,0.571,0.598,1,0.199,92.42,92.5,77.08,92,0.471
1,22100687,1610612737,Hawks,ATL,Atlanta,240:00:00,121.5,118.3,114.6,117.4,6.9,0.9,0.684,1.44,21.2,0.233,0.682,0.5,19.876,19.4,0.662,0.7,1,0.197,92.42,92.5,77.08,93,0.529
0,22100688,1610612757,Trail Blazers,POR,Portland,240:00:00,114.5,116,109.2,110.5,5.3,5.4,0.556,1.54,16.4,0.19,0.771,0.5,13.655,13.8,0.579,0.611,1,0.198,95.66,94.5,78.75,94,0.495
1,22100688,1610612738,Celtics,BOS,Boston,240:00:00,109.2,110.5,114.5,116,-5.3,-5.4,0.676,2.08,19.4,0.229,0.81,0.5,12.484,12.6,0.518,0.57,1,0.196,95.66,94.5,78.75,95,0.505
0,22100689,1610612764,Wizards,WAS,Washington,240:00:00,108.9,112.9,115.4,116,-6.4,-3.1,0.674,1.61,21.3,0.341,0.74,0.553,18.672,19.4,0.571,0.587,1,0.197,95.44,93.5,77.92,93,0.496
1,22100689,1610612761,Raptors,TOR,Toronto,240:00:00,115.4,116,108.9,112.9,6.4,3.1,0.476,2.5,15.9,0.26,0.659,0.447,8.467,8.5,0.528,0.559,1,0.197,95.44,93.5,77.92,94,0.504
0,22100690,1610612749,Bucks,MIL,Milwaukee,240:00:00,96.6,97.9,90.4,94.7,6.2,3.2,0.588,2.5,15.6,0.254,0.8,0.518,8.22,8.3,0.42,0.469,1,0.201,98.44,95.5,79.58,96,0.513
1,22100690,1610612741,Bulls,CHI,Chicago,240:00:00,90.4,94.7,96.6,97.9,-6.2,-3.2,0.677,2.1,16.6,0.2,0.746,0.482,10.044,10.5,0.406,0.471,1,0.195,98.44,95.5,79.58,95,0.487
0,22100691,1610612759,Spurs,SAS,San Antonio,240:00:00,106.7,106.3,115.5,121.9,-8.8,-15.6,0.649,4,17.7,0.29,0.654,0.456,6.279,6.3,0.432,0.483,1,0.201,98.42,96,80,96,0.443
1,22100691,1610612751,Nets,BKN,Brooklyn,240:00:00,115.5,121.9,106.7,106.3,8.8,15.6,0.5,3,17.5,0.346,0.71,0.544,7.899,8.3,0.525,0.556,1,0.196,98.42,96,80,96,0.557
0,22100692,1610612763,Grizzlies,MEM,Memphis,240:00:00,118.9,118.4,113.3,114.6,5.6,3.9,0.442,1.19,14.1,0.341,0.729,0.543,15.595,15.5,0.591,0.612,1,0.199,103.36,103,85.83,103,0.504
1,22100692,1610612743,Nuggets,DEN,Denver,240:00:00,113.3,114.6,118.9,118.4,-5.6,-3.9,0.791,2.62,23,0.271,0.659,0.457,12.486,12.6,0.544,0.583,1,0.2,103.36,103,85.83,103,0.496
0,22100693,1610612762,Jazz,UTA,Utah,240:00:00,113.3,115.6,105.2,105.2,8.1,10.4,0.611,2,17.3,0.244,0.765,0.521,11.229,11.5,0.519,0.591,1,0.198,97,96,80,96,0.56
1,22100693,1610612765,Pistons,DET,Detroit,240:00:00,105.2,105.2,113.3,115.6,-8.1,-10.4,0.579,2,17.3,0.235,0.756,0.479,11.454,11.5,0.511,0.537,1,0.2,97,96,80,96,0.44
0,22100694,1610612745,Rockets,HOU,Houston,240:00:00,101.2,105.1,102.3,109.4,-1.1,-4.3,0.658,2.08,18.5,0.269,0.778,0.505,11.788,12.2,0.483,0.527,1,0.199,102.24,97,80.83,98,0.504
1,22100694,1610612744,Warriors,GSW,Golden State,240:00:00,102.3,109.4,101.2,105.1,1.1,4.3,0.641,1.32,18.6,0.222,0.731,0.495,18.504,19.8,0.543,0.579,1,0.19,102.24,97,80.83,96,0.496
0,22100695,1610612760,Thunder,OKC,Oklahoma City,240:00:00,90.6,91.6,94.6,98.9,-4,-7.4,0.485,1.07,13,0.273,0.615,0.439,15.618,15.8,0.459,0.473,1,0.2,97.72,95,79.17,95,0.428
1,22100695,1610612739,Cavaliers,CLE,Cleveland,240:00:00,94.6,98.9,90.6,91.6,4,7.4,0.629,0.96,16.1,0.385,0.727,0.561,23.139,24.2,0.5,0.514,1,0.194,97.72,95,79.17,95,0.572
0,22100696,1610612758,Kings,SAC,Sacramento,240:00:00,120.9,124.5,133,130.4,-12.1,-5.9,0.569,2.07,19.7,0.32,0.787,0.546,13.328,13.7,0.603,0.61,1,0.198,102.52,102,85,102,0.468
1,22100696,1610612749,Bucks,MIL,Milwaukee,240:00:00,133,130.4,120.9,124.5,12.1,5.9,0.422,2.71,14.8,0.213,0.68,0.454,7,6.9,0.61,0.652,1,0.202,102.52,102,85,102,0.532
0,22100697,1610612756,Suns,PHX,Phoenix,240:00:00,114,116.5,101.1,106.2,12.9,10.3,0.723,3.09,23.1,0.34,0.698,0.524,11.093,11.3,0.526,0.553,1,0.198,100.52,97,80.83,97,0.62
1,22100697,1610612754,Pacers,IND,Indiana,240:00:00,101.1,106.2,114,116.5,-12.9,-10.3,0.514,1.06,14.3,0.302,0.66,0.476,17.668,18.6,0.5,0.537,1,0.193,100.52,97,80.83,97,0.38
0,22100698,1610612752,Knicks,NYK,New York,240:00:00,113,114.6,103.9,107.4,9.1,7.2,0.667,2,18.8,0.352,0.796,0.563,13.353,13.5,0.516,0.554,1,0.198,97.78,95.5,79.58,96,0.543
1,22100698,1610612746,Clippers,LAC,LA,240:00:00,103.9,107.4,113,114.6,-9.1,-7.2,0.588,1.67,16.1,0.204,0.648,0.437,12.22,12.6,0.519,0.553,1,0.2,97.78,95.5,79.58,95,0.457
0,22100699,1610612764,Wizards,WAS,Washington,240:00:00,88.7,89.7,114.6,119.6,-25.8,-29.9,0.606,2.86,15.7,0.18,0.686,0.411,7.14,7.2,0.398,0.435,1,0.196,99.64,97,80.83,97,0.386
1,22100699,1610612738,Celtics,BOS,Boston,240:00:00,114.6,119.6,88.7,89.7,25.8,29.9,0.65,2,18.8,0.314,0.82,0.589,12.841,13.4,0.55,0.584,1,0.198,99.64,97,80.83,97,0.614
0,22100700,1610612748,Heat,MIA,Miami,240:00:00,113.2,115.3,103.7,108.1,9.5,7.2,0.775,1.94,22.7,0.209,0.739,0.483,16.032,16.3,0.586,0.629,1,0.198,101.5,98.5,82.08,98,0.551
1,22100700,1610612747,Lakers,LAL,Los Angeles,240:00:00,103.7,108.1,113.2,115.3,-9.5,-7.2,0.556,1.11,15.4,0.261,0.791,0.517,17.442,18.2,0.525,0.58,1,0.194,101.5,98.5,82.08,99,0.449
0,22100701,1610612753,Magic,ORL,Orlando,240:00:00,112.7,114,94,94.1,18.8,19.9,0.738,2.21,22.9,0.15,0.702,0.448,13.845,14,0.6,0.632,1,0.196,101.1,100.5,83.75,100,0.668
1,22100701,1610612741,Bulls,CHI,Chicago,240:00:00,94,94.1,112.7,114,-18.8,-19.9,0.303,0.45,8.2,0.298,0.85,0.552,21.765,21.8,0.467,0.527,1,0.196,101.1,100.5,83.75,101,0.332
0,22100702,1610612761,Raptors,TOR,Toronto,240:00:00,99.8,105,111,114,-11.1,-9,0.718,1.75,18.9,0.361,0.682,0.495,15.215,16,0.49,0.504,1,0.198,103.94,100,83.33,100,0.443
1,22100702,1610612757,Trail Blazers,POR,Portland,240:00:00,111,114,99.8,105,11.1,9,0.689,1.41,21.6,0.318,0.639,0.505,21.417,22,0.635,0.628,1,0.199,103.94,100,83.33,100,0.557
0,22100703,1610612766,Hornets,CHA,Charlotte,240:00:00,87.6,90.1,111.3,113,-23.7,-22.9,0.676,1.44,16.7,0.281,0.86,0.551,15.402,15.8,0.414,0.46,1,0.198,102.72,100.5,83.75,101,0.394
1,22100703,1610612737,Hawks,ATL,Atlanta,240:00:00,111.3,113,87.6,90.1,23.7,22.9,0.625,2.5,18.7,0.14,0.719,0.449,9.846,10,0.54,0.573,1,0.195,102.72,100.5,83.75,100,0.606
0,22100704,1610612759,Spurs,SAS,San Antonio,240:00:00,113.9,113.5,116,119.8,-2.1,-6.3,0.714,3.33,21.8,0.3,0.66,0.48,9.406,9.4,0.528,0.552,1,0.201,97.4,96,80,96,0.501
1,22100704,1610612755,76ers,PHI,Philadelphia,240:00:00,116,119.8,113.9,113.5,2.1,6.3,0.5,2.2,16.4,0.34,0.7,0.52,10.089,10.4,0.516,0.563,1,0.2,97.4,96,80,96,0.499
0,22100705,1610612763,Grizzlies,MEM,Memphis,240:00:00,89.8,93.8,107.6,108.3,-17.8,-14.5,0.541,1.33,14,0.415,0.738,0.542,14.799,15.5,0.394,0.424,1,0.198,99,96.5,80.42,97,0.369
1,22100705,1610612742,Mavericks,DAL,Dallas,240:00:00,107.6,108.3,89.8,93.8,17.8,14.5,0.611,1.22,17.2,0.262,0.585,0.458,18.626,18.8,0.547,0.593,1,0.195,99,96.5,80.42,96,0.631
0,22100706,1610612750,Timberwolves,MIN,Minnesota,240:00:00,130,133.3,119.5,122.5,10.5,10.8,0.5,2.67,17.3,0.239,0.583,0.415,8.601,8.8,0.598,0.644,1,0.194,104.62,102,85,102,0.567
1,22100706,1610612751,Nets,BKN,Brooklyn,240:00:00,119.5,122.5,130,133.3,-10.5,-10.8,0.563,1.42,18.3,0.417,0.761,0.585,18.164,18.6,0.584,0.615,1,0.196,104.62,102,85,102,0.433
0,22100707,1610612765,Pistons,DET,Detroit,240:00:00,109.5,114.4,116.9,121.9,-7.3,-7.4,0.667,1.27,21,0.2,0.711,0.488,21.705,22.7,0.633,0.666,1,0.194,100.74,96.5,80.42,97,0.469
1,22100707,1610612743,Nuggets,DEN,Denver,240:00:00,116.9,121.9,109.5,114.4,7.3,7.4,0.659,2.23,21.1,0.289,0.8,0.513,12.984,13.5,0.588,0.615,1,0.196,100.74,96.5,80.42,96,0.531
0,22100708,1610612762,Jazz,UTA,Utah,240:00:00,106.8,107,107.6,110.6,-0.7,-3.6,0.548,1.42,14.2,0.377,0.745,0.55,13.934,14,0.451,0.505,1,0.194,86.76,85.5,71.25,86,0.497
1,22100708,1610612744,Warriors,GSW,Golden State,240:00:00,107.6,110.6,106.8,107,0.7,3.6,0.528,1.9,16.3,0.255,0.623,0.45,11.442,11.8,0.512,0.538,1,0.195,86.76,85.5,71.25,85,0.503
0,22100709,1610612752,Knicks,NYK,New York,240:00:00,98.7,97.9,97.1,100,1.5,-2.1,0.6,1.75,16.6,0.245,0.686,0.462,12.733,12.6,0.488,0.499,1,0.2,96.02,95,79.17,95,0.47
1,22100709,1610612739,Cavaliers,CLE,Cleveland,240:00:00,97.1,100,98.7,97.9,-1.5,2.1,0.829,1.45,20.9,0.314,0.755,0.538,20.45,21.1,0.512,0.529,1,0.197,96.02,95,79.17,95,0.53
0,22100710,1610612741,Bulls,CHI,Chicago,240:00:00,123.9,127.8,137.8,134,-13.9,-6.2,0.577,2.14,22.2,0.27,0.78,0.538,13.989,14.4,0.67,0.681,1,0.198,97.2,97,80.83,97,0.482
1,22100710,1610612737,Hawks,ATL,Atlanta,240:00:00,137.8,134,123.9,127.8,13.9,6.2,0.591,4.33,20.3,0.22,0.73,0.462,6.361,6.2,0.631,0.675,1,0.201,97.2,97,80.83,97,0.518
0,22100711,1610612755,76ers,PHI,Philadelphia,240:00:00,107.9,111,88.5,89.2,19.4,21.8,0.535,1.53,16.4,0.308,0.755,0.525,14.574,15,0.511,0.545,1,0.197,102.9,101,84.17,100,0.599
1,22100711,1610612745,Rockets,HOU,Houston,240:00:00,88.5,89.2,107.9,111,-19.4,-21.8,0.6,0.86,14.1,0.245,0.692,0.475,20.412,20.6,0.474,0.512,1,0.198,102.9,101,84.17,102,0.401
0,22100712,1610612740,Pelicans,NOP,New Orleans,240:00:00,115.1,115.8,107.6,110.8,7.5,5.1,0.561,1.92,16.8,0.292,0.679,0.495,11.806,11.9,0.5,0.576,1,0.199,103.32,101.5,84.58,101,0.56
1,22100712,1610612754,Pacers,IND,Indiana,240:00:00,107.6,110.8,115.1,115.8,-7.5,-5.1,0.684,1.53,18.4,0.321,0.708,0.505,16.19,16.7,0.546,0.577,1,0.198,103.32,101.5,84.58,102,0.44
0,22100713,1610612762,Jazz,UTA,Utah,240:00:00,111.6,111.2,113.2,117.3,-1.6,-6.1,0.4,1.14,13.3,0.205,0.571,0.41,14.333,14.3,0.58,0.601,1,0.199,99.64,98,81.67,98,0.469
1,22100713,1610612756,Suns,PHX,Phoenix,240:00:00,113.2,117.3,111.6,111.2,1.6,6.1,0.596,2,19,0.429,0.795,0.59,13.78,14.3,0.54,0.545,1,0.199,99.64,98,81.67,98,0.531
0,22100714,1610612765,Pistons,DET,Detroit,240:00:00,101.8,102.9,103.2,107.8,-1.4,-4.9,0.61,2.78,18.2,0.211,0.569,0.38,8.724,8.8,0.485,0.509,1,0.2,104.9,102,85,102,0.468
1,22100714,1610612743,Nuggets,DEN,Denver,240:00:00,103.2,107.8,101.8,102.9,1.4,4.9,0.694,1,16.9,0.431,0.789,0.62,23.443,24.5,0.494,0.563,1,0.199,104.9,102,85,102,0.532
0,22100715,1610612761,Raptors,TOR,Toronto,240:00:00,119.3,126.3,114,113,5.3,13.3,0.628,1.59,19.5,0.302,0.771,0.549,16.228,17.2,0.622,0.66,1,0.193,101.92,99.5,82.92,99,0.548
1,22100715,1610612766,Hornets,CHA,Charlotte,240:00:00,114,113,119.3,126.3,-5.3,-13.3,0.625,2.08,18.8,0.229,0.698,0.451,12.111,12,0.549,0.588,1,0.202,101.92,99.5,82.92,100,0.452
0,22100716,1610612764,Wizards,WAS,Washington,240:00:00,107.9,108.5,107.8,108.4,0.1,0.1,0.676,1.32,17.7,0.245,0.741,0.514,17.824,17.9,0.519,0.589,1,0.199,107.12,106.5,88.75,106,0.508
1,22100716,1610612746,Clippers,LAC,LA,240:00:00,107.8,108.4,107.9,108.5,-0.1,-0.1,0.718,2.33,19,0.259,0.755,0.486,11.148,11.2,0.473,0.539,1,0.197,107.12,106.5,88.75,107,0.492
0,22100717,1610612758,Kings,SAC,Sacramento,240:00:00,76.1,77.3,127.9,133.3,-51.8,-56,0.517,1.25,11.7,0.275,0.596,0.413,12.17,12.4,0.337,0.369,1,0.195,99.34,96.5,80.42,97,0.219
1,22100717,1610612738,Celtics,BOS,Boston,240:00:00,127.9,133.3,76.1,77.3,51.8,56,0.627,2.91,21.5,0.404,0.725,0.587,10.991,11.5,0.592,0.603,1,0.198,99.34,96.5,80.42,96,0.781
0,22100718,1610612747,Lakers,LAL,Los Angeles,240:00:00,107.7,111.6,97.3,101.1,10.4,10.5,0.548,2.3,18.2,0.191,0.6,0.412,10.163,10.5,0.539,0.567,1,0.195,98.54,95,79.17,95,0.562
1,22100718,1610612751,Nets,BKN,Brooklyn,240:00:00,97.3,101.1,107.7,111.6,-10.4,-10.5,0.541,1.05,14.6,0.4,0.809,0.588,19.254,20,0.46,0.491,1,0.195,98.54,95,79.17,95,0.438
0,22100719,1610612759,Spurs,SAS,San Antonio,240:00:00,126.8,127.6,99,100,27.8,27.6,0.655,2.92,24.6,0.326,0.667,0.524,12.306,12.4,0.634,0.646,1,0.199,105.32,104.5,87.08,105,0.656
1,22100719,1610612745,Rockets,HOU,Houston,240:00:00,99,100,126.8,127.6,-27.8,-27.6,0.538,1.24,14.6,0.333,0.674,0.476,16.19,16.3,0.458,0.491,1,0.197,105.32,104.5,87.08,104,0.344
